,cancer type,gene,Article p_value,R p_value,Lorsi p_value,num of samples,better group survival,delta tested,max k changes with chosen alpha,max k changes to stay stable,max alpha to stay stable,p_value upper with max changes k,p_value upper on alpha 0.01,p_value upper one change,is greedy algo correct up to alpha,k changes to reach disagreement,p_value when disagreement,p_value greedy on alpha 0.01
6199,Liver and intrahepatic bile ducts,CXCL3,0.004269,0.000952,0.000972,398,A,0.05,3.0,,,0.005785,0.0057854685977341,0.0017616009291046,True,,,0.005785
6200,Liver and intrahepatic bile ducts,TIMP1,0.063242,0.037007,0.037513,398,A,0.05,3.0,0.0,0.0,0.037513,0.1286490882266507,0.0570207312287153,True,,,0.128649
6201,Liver and intrahepatic bile ducts,ANPEP,0.023558,0.304444,0.311311,398,A,0.05,,,,,,,,,,
6202,Liver and intrahepatic bile ducts,CCL2,0.030606,0.258437,0.261124,398,A,0.05,,,,,,,,,,
6203,Liver and intrahepatic bile ducts,PINX1,0.025145,0.041822,0.040528,398,A,0.05,3.0,0.0,0.0,0.040528,0.1227467883850256,0.0587351257393621,True,,,0.122747
6204,Liver and intrahepatic bile ducts,NDUFA10,0.130333,0.034114,0.033366,398,B,0.05,3.0,1.0,0.0025,0.046616,0.1925711809935009,0.0466159238776185,True,,,0.192571
6205,Liver and intrahepatic bile ducts,WASL,0.044077,0.11994,0.121692,398,A,0.05,,,,,,,,,,
6206,Liver and intrahepatic bile ducts,PECAM1,0.27538,0.335502,0.331485,398,B,0.05,,,,,,,,,,
6207,Liver and intrahepatic bile ducts,NTHL1,0.356964,0.084909,0.085978,398,B,0.05,,,,,,,,,,
6208,Liver and intrahepatic bile ducts,NME4,0.043338,0.043483,0.042811,398,B,0.05,3.0,0.0,0.0,0.042811,0.24765921088183,0.0634508484282537,True,,,0.247659
6209,Liver and intrahepatic bile ducts,BARD1,0.0008,0.000362,0.000372,398,A,0.05,3.0,,,0.002281,0.0022811990775716,0.0006765599638541,True,,,0.002281
6210,Liver and intrahepatic bile ducts,EGFR,0.132185,0.06458,0.065813,398,B,0.05,,,,,,,,,,
6211,Liver and intrahepatic bile ducts,LIG3,0.051692,0.015717,0.015413,398,B,0.05,3.0,1.0,0.0025,0.024426,0.1456816544333433,0.0244257328766228,True,,,0.145682
6212,Liver and intrahepatic bile ducts,NDUFB7,0.326373,0.270979,0.268448,398,B,0.05,,,,,,,,,,
6213,Liver and intrahepatic bile ducts,COX5A,0.289251,0.16942,0.171538,398,B,0.05,,,,,,,,,,
6214,Liver and intrahepatic bile ducts,PDK3,0.000472,0.000728,0.000765,398,A,0.05,3.0,,,0.004438,0.0044378429690555,0.0013348165732478,True,,,0.004438
6215,Liver and intrahepatic bile ducts,ERCC8,0.010687,0.006317,0.006145,398,B,0.05,3.0,2.0,0.005,0.030539,0.05878272200443,0.009379647774232,True,,,0.058783
6216,Liver and intrahepatic bile ducts,CD82,0.282189,0.019281,0.019901,398,A,0.05,3.0,2.0,0.005,0.046919,0.0691267113703703,0.02959655015264,True,,,0.069127
6217,Liver and intrahepatic bile ducts,CFLAR,0.141553,0.019566,0.019992,398,A,0.05,3.0,2.0,0.005,0.046279,0.0676863029252318,0.0298101230309392,True,,,0.067686
6218,Liver and intrahepatic bile ducts,COX8A,0.019157,0.012708,0.013093,398,B,0.05,3.0,2.0,0.005,0.043497,0.0689506063614673,0.0188927586340916,True,,,0.068951
6219,Liver and intrahepatic bile ducts,GYS1,0.005273,0.001002,0.000958,398,A,0.05,3.0,,,0.005323,0.0053231606560086,0.0016977343610342,True,,,0.005323
6220,Liver and intrahepatic bile ducts,NDUFS1,0.055432,0.006688,0.006558,398,B,0.05,3.0,2.0,0.005,0.040558,0.0821784851585712,0.0108922093489419,True,,,0.082178
6221,Liver and intrahepatic bile ducts,COX7A2L,6.3e-05,1e-05,1e-05,398,B,0.05,3.0,,,0.000627,0.0006270298132633,2.221002179297345e-05,True,,,0.000627
6222,Liver and intrahepatic bile ducts,MAPK1,0.002489,0.005485,0.005342,398,A,0.05,3.0,,,0.02314,0.0231395582855563,0.0085841182658203,True,,,0.02314
6223,Liver and intrahepatic bile ducts,PIF1,0.001137,6.7e-05,7.1e-05,398,B,0.05,3.0,,,0.00165,0.0016501139499219,0.000139549826333,True,,,0.00165
6224,Liver and intrahepatic bile ducts,CCNB1,1e-06,0.0,0.0,398,A,0.05,3.0,,,3e-06,2.740651906497771e-06,3.5928479490124893e-07,True,,,3e-06
6225,Liver and intrahepatic bile ducts,PGF,0.000158,0.000262,0.000251,398,A,0.05,3.0,,,0.001546,0.0015463712102103,0.0004548577791719,True,,,0.001546
6226,Liver and intrahepatic bile ducts,SUMO1,0.056842,0.031822,0.031001,398,A,0.05,3.0,1.0,0.0025,0.045037,0.0971864073806103,0.045036979855957,True,,,0.097186
6227,Liver and intrahepatic bile ducts,XPA,0.108109,0.060171,0.06101,398,A,0.05,,,,,,,,,,
6228,Liver and intrahepatic bile ducts,MMP1,0.000385,0.000138,0.000136,398,A,0.05,3.0,,,0.00131,0.00130991969144,0.0002747878563883,True,,,0.00131
6229,Liver and intrahepatic bile ducts,RNF168,0.000417,0.006857,0.006746,398,A,0.05,3.0,,,0.032285,0.0322845347721202,0.0110027829020637,True,,,0.032285
6230,Liver and intrahepatic bile ducts,NDUFA3,0.596219,0.406058,0.39991,398,A,0.05,,,,,,,,,,
6231,Liver and intrahepatic bile ducts,NF1,0.168533,0.155388,0.152204,398,B,0.05,,,,,,,,,,
6232,Liver and intrahepatic bile ducts,NDUFV3,0.473905,0.456705,0.450035,398,A,0.05,,,,,,,,,,
6233,Liver and intrahepatic bile ducts,PLCG1,0.005664,0.001816,0.00175,398,B,0.05,3.0,,,0.014442,0.014441825002588,0.0026304368501483,True,,,0.014442
6234,Liver and intrahepatic bile ducts,KISS1,0.17916,0.386372,0.39402,398,A,0.05,,,,,,,,,,
6235,Liver and intrahepatic bile ducts,RND3,0.209652,0.015736,0.016113,398,A,0.05,3.0,2.0,0.005,0.037896,0.0558099052646548,0.0241820074020742,True,,,0.05581
6236,Liver and intrahepatic bile ducts,SDHB,0.35188,0.176801,0.179185,398,B,0.05,,,,,,,,,,
6237,Liver and intrahepatic bile ducts,NR4A3,0.11673,0.058633,0.057039,398,A,0.05,,,,,,,,,,
6238,Liver and intrahepatic bile ducts,AIMP2,0.086635,0.253767,0.250557,398,A,0.05,,,,,,,,,,
6239,Liver and intrahepatic bile ducts,PIDD1,0.01026,0.004857,0.004968,398,A,0.05,3.0,,,0.020642,0.0206420949069382,0.0079193073092943,True,,,0.020642
6240,Liver and intrahepatic bile ducts,IDH3A,0.286053,0.305557,0.308992,398,A,0.05,,,,,,,,,,
6241,Liver and intrahepatic bile ducts,PHKG1,0.407821,0.276538,0.280714,398,A,0.05,,,,,,,,,,
6242,Liver and intrahepatic bile ducts,CCNF,0.0,0.0,0.0,398,A,0.05,3.0,,,2e-06,2.303939487210806e-06,3.469812281779716e-07,True,,,2e-06
6243,Liver and intrahepatic bile ducts,PAX8,0.016085,0.006397,0.006707,398,B,0.05,3.0,2.0,0.005,0.034415,0.0587338054378948,0.01067835846024,True,,,0.058734
6244,Liver and intrahepatic bile ducts,PRC1,0.000206,2.1e-05,2.2e-05,398,B,0.05,3.0,,,0.000723,0.0007227936106153,4.3694827696736086e-05,True,,,0.000723
6245,Liver and intrahepatic bile ducts,ESR1,0.000182,0.001013,0.001058,398,A,0.05,3.0,,,0.012257,0.0122571298307881,0.0017292888082408,True,,,0.012257
6246,Liver and intrahepatic bile ducts,RBL2,0.083788,0.192507,0.189994,398,B,0.05,,,,,,,,,,
6247,Liver and intrahepatic bile ducts,SIRT1,0.250596,0.116451,0.118028,398,B,0.05,,,,,,,,,,
6248,Liver and intrahepatic bile ducts,CRK,0.240539,0.013163,0.013585,398,B,0.05,3.0,1.0,0.0025,0.01929,0.0834811346675734,0.0192900362251809,True,,,0.083481
6249,Liver and intrahepatic bile ducts,VCL,0.004771,0.000393,0.000384,398,A,0.05,3.0,,,0.002842,0.0028415740196621,0.0007126351886594,True,,,0.002842
6250,Liver and intrahepatic bile ducts,PML,0.052454,0.00814,0.008548,398,A,0.05,3.0,,,0.039005,0.0390053327838187,0.0135584746651465,True,,,0.039005
6251,Liver and intrahepatic bile ducts,PTEN,0.312576,0.128487,0.130176,398,B,0.05,,,,,,,,,,
6252,Liver and intrahepatic bile ducts,NDUFS4,0.179138,0.0176,0.017386,398,B,0.05,3.0,2.0,0.005,0.045345,0.0694306675711989,0.0263277449281945,True,,,0.069431
6253,Liver and intrahepatic bile ducts,NDUFB2,0.046114,0.021247,0.021624,398,A,0.05,3.0,1.0,0.0025,0.032562,0.0741827231015928,0.032562369565844,True,,,0.074183
6254,Liver and intrahepatic bile ducts,DNAJB1,0.121223,0.009025,0.008802,398,A,0.05,3.0,,,0.035575,0.0355749984743773,0.0139050603271374,True,,,0.035575
6255,Liver and intrahepatic bile ducts,FH,0.030105,0.048382,0.049242,398,B,0.05,3.0,0.0,0.0,0.049242,0.1447567194962431,0.0704799832583766,True,,,0.144757
6256,Liver and intrahepatic bile ducts,IFNG,0.468873,0.269221,0.262885,398,B,0.05,,,,,,,,,,
6257,Liver and intrahepatic bile ducts,RARA,0.3188,0.19829,0.19316,398,A,0.05,,,,,,,,,,
6258,Liver and intrahepatic bile ducts,NDUFA11,0.086177,0.086338,0.088209,398,A,0.05,,,,,,,,,,
6259,Liver and intrahepatic bile ducts,NDUFA6,0.023833,0.068194,0.067057,398,B,0.05,,,,,,,,,,
6260,Liver and intrahepatic bile ducts,PRKCA,0.084451,0.097982,0.100412,398,A,0.05,,,,,,,,,,
6261,Liver and intrahepatic bile ducts,PGM1,0.021597,0.012514,0.013135,398,B,0.05,3.0,2.0,0.005,0.036038,0.056611334287869,0.0204054196587664,True,,,0.056611
6262,Liver and intrahepatic bile ducts,RORB,,0.091757,0.092789,398,A,0.05,,,,,,,,,,
6263,Liver and intrahepatic bile ducts,DLD,0.42747,0.169058,0.165045,398,A,0.05,,,,,,,,,,
6264,Liver and intrahepatic bile ducts,PDK2,0.027521,0.192547,0.19878,398,B,0.05,,,,,,,,,,
6265,Liver and intrahepatic bile ducts,POLB,0.060263,0.009721,0.009579,398,B,0.05,3.0,,,0.043225,0.0432248406290658,0.0146360556644443,True,,,0.043225
6266,Liver and intrahepatic bile ducts,MYLK,0.095459,0.121317,0.123521,398,B,0.05,,,,,,,,,,
6267,Liver and intrahepatic bile ducts,SUCLG2,0.023965,0.031398,0.031862,398,B,0.05,3.0,1.0,0.0025,0.048051,0.1073652561891583,0.0480512346517274,True,,,0.107365
6268,Liver and intrahepatic bile ducts,KAT5,0.006962,0.004372,0.004659,398,A,0.05,3.0,,,0.023955,0.0239545500611635,0.0076276292556169,True,,,0.023955
6269,Liver and intrahepatic bile ducts,MCL1,0.046947,0.01281,0.013353,398,A,0.05,3.0,2.0,0.005,0.03383,0.0514175402323179,0.0203636544322959,True,,,0.051418
6270,Liver and intrahepatic bile ducts,SSB,9.8e-05,5e-06,6e-06,398,B,0.05,3.0,,,0.000805,0.0008046709568952,1.519814824230267e-05,True,,,0.000805
6271,Liver and intrahepatic bile ducts,PRPS1,0.044368,0.021374,0.020826,398,A,0.05,3.0,2.0,0.005,0.047485,0.0690611748806049,0.0309342020536726,True,,,0.069061
6272,Liver and intrahepatic bile ducts,BNIP3,0.006755,0.045806,0.047798,398,B,0.05,3.0,0.0,0.0,0.047798,0.1528252733668163,0.0684021985896468,True,,,0.152825
6273,Liver and intrahepatic bile ducts,WIPF1,0.242714,0.05909,0.060574,398,B,0.05,,,,,,,,,,
6274,Liver and intrahepatic bile ducts,CTSK,0.148429,0.081516,0.083123,398,A,0.05,,,,,,,,,,
6275,Liver and intrahepatic bile ducts,DCLRE1C,0.001395,0.001835,0.001901,398,B,0.05,3.0,,,0.022224,0.0222239248081649,0.0030322884152207,True,,,0.022224
6276,Liver and intrahepatic bile ducts,ANGPT1,0.018333,0.035067,0.034614,398,B,0.05,3.0,0.0,0.0,0.034614,0.2635589160787692,0.0528004672175554,True,,,0.263559
6277,Liver and intrahepatic bile ducts,SUCLA2,0.36068,0.073253,0.074652,398,B,0.05,,,,,,,,,,
6278,Liver and intrahepatic bile ducts,ATM,0.005732,0.012349,0.012713,398,A,0.05,3.0,,,0.046667,0.0466665063491157,0.0193859426624514,True,,,0.046667
6279,Liver and intrahepatic bile ducts,TBK1,0.000588,0.001001,0.001069,398,B,0.05,3.0,,,0.021616,0.021616000084058,0.0019639506798578,True,,,0.021616
6280,Liver and intrahepatic bile ducts,COX5B,0.305264,0.31142,0.315322,398,A,0.05,,,,,,,,,,
6281,Liver and intrahepatic bile ducts,NGF,0.331182,0.268649,0.273339,398,A,0.05,,,,,,,,,,
6282,Liver and intrahepatic bile ducts,NPM1,4e-06,9e-06,9e-06,398,B,0.05,3.0,,,0.000446,0.0004457692234388,1.891076916919538e-05,True,,,0.000446
6283,Liver and intrahepatic bile ducts,CHUK,0.068192,0.067261,0.068568,398,B,0.05,,,,,,,,,,
6284,Liver and intrahepatic bile ducts,PTK2,0.038255,0.048313,0.049309,398,B,0.05,3.0,0.0,0.0,0.049309,0.2474484202589792,0.0629186628452529,True,,,0.247448
6285,Liver and intrahepatic bile ducts,BCL2L10,0.100809,0.090309,0.091591,398,B,0.05,,,,,,,,,,
6286,Liver and intrahepatic bile ducts,BCAR1,0.000143,2e-06,2e-06,398,A,0.05,3.0,,,3e-05,3.04835056889518e-05,4.839844790024477e-06,True,,,3e-05
6287,Liver and intrahepatic bile ducts,PIK3C2A,0.030592,0.006466,0.006238,398,B,0.05,3.0,,,0.04471,0.04470968626901,0.0084139923380663,True,,,0.04471
6288,Liver and intrahepatic bile ducts,MMP2,0.289479,0.181433,0.17913,398,B,0.05,,,,,,,,,,
6289,Liver and intrahepatic bile ducts,GYS2,0.000115,2.1e-05,2.2e-05,398,A,0.05,3.0,,,0.000489,0.0004886788706118,4.089567628476646e-05,True,,,0.000489
6290,Liver and intrahepatic bile ducts,RPA1,0.0,0.0,0.0,398,A,0.05,3.0,,,0.0,2.7777026469021548e-08,1.3325380615247514e-09,True,,,0.0
6291,Liver and intrahepatic bile ducts,NDUFB4,0.011899,0.010481,0.010167,398,A,0.05,3.0,,,0.038871,0.0388712434554171,0.0156477075950364,True,,,0.038871
6292,Liver and intrahepatic bile ducts,NDUFS2,0.007497,0.043058,0.04492,398,B,0.05,3.0,0.0,0.0,0.04492,0.2960406903030509,0.0662263468648438,True,,,0.296041
6293,Liver and intrahepatic bile ducts,LIG4,0.179914,0.491373,0.485401,398,B,0.05,,,,,,,,,,
6294,Liver and intrahepatic bile ducts,MAD1L1,0.020906,0.048234,0.048899,398,A,0.05,3.0,0.0,0.0,0.048899,0.1480810825022166,0.0709319981078459,True,,,0.148081
6295,Liver and intrahepatic bile ducts,CCNB2,0.000477,0.000236,0.000255,398,A,0.05,3.0,,,0.002015,0.0020150737467078,0.0004896419197495,True,,,0.002015
6296,Liver and intrahepatic bile ducts,PNKP,0.070042,0.01498,0.014659,398,B,0.05,3.0,1.0,0.0025,0.023508,0.1428702274926531,0.023508252816574,True,,,0.14287
6297,Liver and intrahepatic bile ducts,PYCARD,0.052435,0.040139,0.041456,398,B,0.05,3.0,0.0,0.0,0.041456,0.2414235152267088,0.0590592051250676,True,,,0.241424
6298,Liver and intrahepatic bile ducts,PGK1,0.000636,0.000154,0.000148,398,B,0.05,3.0,,,0.004491,0.0044913434358997,0.0002882471814276,True,,,0.004491
6299,Liver and intrahepatic bile ducts,WRAP53,0.000612,8.6e-05,9.2e-05,398,A,0.05,3.0,,,0.000841,0.0008406715939192,0.0001821759369577,True,,,0.000841
6300,Liver and intrahepatic bile ducts,SMG6,0.223525,0.036887,0.035731,398,A,0.05,3.0,0.0,0.0,0.035731,0.1133126782232836,0.052804617763797,True,,,0.113313
6301,Liver and intrahepatic bile ducts,BCL2,0.38577,0.078976,0.08148,398,A,0.05,,,,,,,,,,
6302,Liver and intrahepatic bile ducts,PDK4,0.002129,0.000541,0.000576,398,A,0.05,3.0,,,0.010474,0.010473694685284,0.001072687218509,True,,,0.010474
6303,Liver and intrahepatic bile ducts,APAF1,0.002553,0.002363,0.00243,398,A,0.05,3.0,,,0.011208,0.0112075626088797,0.0039943061112187,True,,,0.011208
6304,Liver and intrahepatic bile ducts,PIGF,3.2e-05,1.2e-05,1.2e-05,398,A,0.05,3.0,,,0.000122,0.0001222893527493,2.480826679564408e-05,True,,,0.000122
6305,Liver and intrahepatic bile ducts,ATXN3,0.247247,0.168194,0.170427,398,A,0.05,,,,,,,,,,
6306,Liver and intrahepatic bile ducts,BID,0.05053,0.107343,0.108247,398,A,0.05,,,,,,,,,,
6307,Liver and intrahepatic bile ducts,SLX4,0.000236,0.000108,0.000105,398,A,0.05,3.0,,,0.001074,0.0010736882811278,0.0002136033765565,False,3.0,0.001072,0.001072
6308,Liver and intrahepatic bile ducts,PHKG2,0.05446,0.049751,0.050712,398,A,0.05,,,,,,,,,,
6309,Liver and intrahepatic bile ducts,CDC20,0.0,0.0,0.0,398,A,0.05,3.0,,,2e-06,1.943687168397368e-06,2.818839744667473e-07,True,,,2e-06
6310,Liver and intrahepatic bile ducts,HUS1,0.000609,0.003654,0.003565,398,B,0.05,3.0,2.0,0.005,0.024278,0.0518146278203595,0.0061666658834679,True,,,0.051815
6311,Liver and intrahepatic bile ducts,EME1,0.000571,2.8e-05,3e-05,398,A,0.05,3.0,,,0.000255,0.0002548439258953,5.8998676761468175e-05,True,,,0.000255
6312,Liver and intrahepatic bile ducts,BAX,5.5e-05,2.3e-05,2.5e-05,398,B,0.05,3.0,,,0.000821,0.0008206731846474,5.26558443523778e-05,True,,,0.000821
6313,Liver and intrahepatic bile ducts,NOXA,0.368119,0.451502,0.447865,398,B,0.05,,,,,,,,,,
6314,Liver and intrahepatic bile ducts,SDHA,0.225438,0.010624,0.010364,398,A,0.05,3.0,,,0.0415,0.0415003334895098,0.0156978556679707,True,,,0.0415
6315,Liver and intrahepatic bile ducts,PTN,0.133912,0.131626,0.135924,398,A,0.05,,,,,,,,,,
6316,Liver and intrahepatic bile ducts,CCND1,0.141505,0.111255,0.109772,398,B,0.05,,,,,,,,,,
6317,Liver and intrahepatic bile ducts,BLC,0.442983,0.390558,0.393788,398,B,0.05,,,,,,,,,,
6318,Liver and intrahepatic bile ducts,NF2,0.00582,0.005494,0.005832,398,A,0.05,3.0,,,0.029427,0.0294268603398299,0.0095171241445282,True,,,0.029427
6319,Liver and intrahepatic bile ducts,CASP8,0.000805,0.00063,0.000679,398,B,0.05,3.0,,,0.020108,0.0201077531748706,0.0013345779686993,True,,,0.020108
6320,Liver and intrahepatic bile ducts,IDH3B,0.000145,4e-06,4e-06,398,A,0.05,3.0,,,4.5e-05,4.50654935734259e-05,8.138053124391273e-06,True,,,4.5e-05
6321,Liver and intrahepatic bile ducts,MUTYH,0.0,2e-06,2e-06,398,A,0.05,3.0,,,1.8e-05,1.7543122477599055e-05,3.57796189247696e-06,True,,,1.8e-05
6322,Liver and intrahepatic bile ducts,TP53BP2,0.075144,0.084452,0.085869,398,B,0.05,,,,,,,,,,
6323,Liver and intrahepatic bile ducts,NDUFS7,0.02909,0.026067,0.025678,398,B,0.05,3.0,1.0,0.0025,0.037978,0.0919780531830564,0.0379775847077786,True,,,0.091978
6324,Liver and intrahepatic bile ducts,HK3,0.190578,0.11053,0.111714,398,B,0.05,,,,,,,,,,
6325,Liver and intrahepatic bile ducts,SNAI3,0.822123,0.571318,0.581616,398,A,0.05,,,,,,,,,,
6326,Liver and intrahepatic bile ducts,NEIL3,1e-06,0.0,0.0,398,B,0.05,3.0,,,6e-05,5.964375649834947e-05,5.257728479797707e-07,True,,,6e-05
6327,Liver and intrahepatic bile ducts,RNF8,2.6e-05,0.000134,0.000129,398,A,0.05,3.0,,,0.000915,0.0009151016900701,0.00024365614769,True,,,0.000915
6328,Liver and intrahepatic bile ducts,TGFB1,0.02487,0.022649,0.023479,398,A,0.05,3.0,1.0,0.0025,0.034956,0.0817016946134292,0.0349556847421898,True,,,0.081702
6329,Liver and intrahepatic bile ducts,S100A4,0.083734,0.170763,0.173165,398,B,0.05,,,,,,,,,,
6330,Liver and intrahepatic bile ducts,SERPINE1,0.006955,0.003884,0.003813,398,A,0.05,3.0,,,0.019736,0.0197363899684811,0.0062814156226221,True,,,0.019736
6331,Liver and intrahepatic bile ducts,UQCRFS1,0.190044,0.357193,0.353655,398,B,0.05,,,,,,,,,,
6332,Liver and intrahepatic bile ducts,TYMP,0.354713,0.223822,0.225918,398,A,0.05,,,,,,,,,,
6333,Liver and intrahepatic bile ducts,PGM2,0.021195,0.000927,0.000895,398,A,0.05,3.0,,,0.004742,0.0047419567610161,0.0015492608494174,True,,,0.004742
6334,Liver and intrahepatic bile ducts,NDUFA5,0.362449,0.270316,0.273516,398,A,0.05,,,,,,,,,,
6335,Liver and intrahepatic bile ducts,PRKCB,0.257939,0.426493,0.430352,398,B,0.05,,,,,,,,,,
6336,Liver and intrahepatic bile ducts,COX6C,0.227322,0.142591,0.144075,398,B,0.05,,,,,,,,,,
6337,Liver and intrahepatic bile ducts,SUCLG1,0.046089,0.039386,0.039844,398,B,0.05,3.0,1.0,0.0025,0.048927,0.1382160806654466,0.0489266986819405,True,,,0.138216
6338,Liver and intrahepatic bile ducts,F3,0.167261,0.019474,0.019134,398,A,0.05,3.0,2.0,0.005,0.047256,0.0707548702373274,0.0284512480801454,True,,,0.070755
6339,Liver and intrahepatic bile ducts,DKC1,3.4e-05,0.000109,0.000119,398,B,0.05,3.0,,,0.0051,0.0050999843479666,0.0002557174590366,True,,,0.0051
6340,Liver and intrahepatic bile ducts,MMP7,0.000755,0.000359,0.000369,398,A,0.05,3.0,,,0.002275,0.002274522662149,0.0006712384256669,True,,,0.002275
6341,Liver and intrahepatic bile ducts,RPE,1.1e-05,2.1e-05,2e-05,398,B,0.05,3.0,,,0.001039,0.001039226185848,4.181533445282214e-05,True,,,0.001039
6342,Liver and intrahepatic bile ducts,PRPS2,0.089238,0.02844,0.027837,398,B,0.05,3.0,1.0,0.0025,0.042037,0.2081055011889113,0.0420374595051874,True,,,0.208106
6343,Liver and intrahepatic bile ducts,POT1,0.00273,0.004097,0.003996,398,A,0.05,3.0,,,0.018223,0.0182231902631313,0.0064155431746554,True,,,0.018223
6344,Liver and intrahepatic bile ducts,IDH3G,0.034725,0.073585,0.075985,398,B,0.05,,,,,,,,,,
6345,Liver and intrahepatic bile ducts,RAD21,0.002113,0.001849,0.001991,398,B,0.05,3.0,,,0.045506,0.0455058464803215,0.0037673189984895,True,,,0.045506
6346,Liver and intrahepatic bile ducts,PHKA1,0.014418,0.014271,0.013936,398,A,0.05,3.0,2.0,0.005,0.034281,0.0515004556025428,0.0211042921004655,True,,,0.0515
6347,Liver and intrahepatic bile ducts,CDKN1A,0.014428,0.111039,0.109399,398,A,0.05,,,,,,,,,,
6348,Liver and intrahepatic bile ducts,BMP2,0.004962,0.000763,0.000787,398,A,0.05,3.0,,,0.00422,0.0042200862249202,0.0013657772975983,True,,,0.00422
6349,Liver and intrahepatic bile ducts,SDHD,0.10054,0.101882,0.104631,398,A,0.05,,,,,,,,,,
6350,Liver and intrahepatic bile ducts,PFKL,0.127788,0.168857,0.171477,398,B,0.05,,,,,,,,,,
6351,Liver and intrahepatic bile ducts,PDK1,0.011006,0.014959,0.014575,398,B,0.05,3.0,1.0,0.0025,0.021174,0.0928156744197319,0.0211735829904668,True,,,0.092816
6352,Liver and intrahepatic bile ducts,TERT,0.054006,0.173372,0.170036,398,A,0.05,,,,,,,,,,
6353,Liver and intrahepatic bile ducts,LIG1,0.001591,8.6e-05,8.3e-05,398,B,0.05,3.0,,,0.003556,0.0035558494514989,0.0001770960150681,True,,,0.003556
6354,Liver and intrahepatic bile ducts,VHL,3.5e-05,1.1e-05,1e-05,398,B,0.05,3.0,,,0.001009,0.0010087125115582,2.5701071696899702e-05,True,,,0.001009
6355,Liver and intrahepatic bile ducts,CFL1,2.6e-05,0.000245,0.000249,398,A,0.05,3.0,,,0.001682,0.0016818108702743,0.0004702868110503,True,,,0.001682
6356,Liver and intrahepatic bile ducts,NGFR,0.151304,0.316067,0.319808,398,B,0.05,,,,,,,,,,
6357,Liver and intrahepatic bile ducts,PTPN1,0.002476,0.000602,0.000625,398,B,0.05,3.0,,,0.009803,0.0098034383128925,0.0009874965889694,True,,,0.009803
6358,Liver and intrahepatic bile ducts,NAP1L1,1.6e-05,1e-06,1e-06,398,B,0.05,3.0,,,0.000162,0.0001617908562339,2.550368216679065e-06,True,,,0.000162
6359,Liver and intrahepatic bile ducts,ANGPT2,9.5e-05,3.3e-05,3.2e-05,398,B,0.05,3.0,,,0.002914,0.0029136011610215,8.007349971929187e-05,True,,,0.002914
6360,Liver and intrahepatic bile ducts,AKT1,0.00226,0.000197,0.000191,398,A,0.05,3.0,,,0.001678,0.0016775543744349,0.0003623341945065,True,,,0.001678
6361,Liver and intrahepatic bile ducts,ROS1,,0.512368,0.51699,398,A,0.05,,,,,,,,,,
6362,Liver and intrahepatic bile ducts,DEDD2,0.158919,0.039498,0.038768,398,B,0.05,3.0,0.0,0.0,0.038768,0.277701674520916,0.0587298830502068,True,,,0.277702
6363,Liver and intrahepatic bile ducts,H6PD,0.098715,0.064895,0.067041,398,B,0.05,,,,,,,,,,
6364,Liver and intrahepatic bile ducts,MET,0.41569,0.266708,0.26289,398,A,0.05,,,,,,,,,,
6365,Liver and intrahepatic bile ducts,MIF,0.106426,0.054745,0.053861,398,B,0.05,,,,,,,,,,
